DATETIME,SHARE_ISIN,SHARE_NAME,EXCHANGE,SHARE_BID,SHARE_ASK,ASSET_NAME,ASSET_PER_SHARE,ASSET_BID,ASSET_ASK
"2026-01-02 16:15:00",GB00BLD4ZM24,"CoinShares Physical Staked Ethereum",,,ETH,,2610,2613
